"period","cell_id","record_count","richness"
"1890-2024",4334,1,1
"1890-2024",4335,3,2
"1890-2024",4336,815,115
"1890-2024",4337,415,124
"1890-2024",4338,323,134
"1890-2024",4339,12,11
"1890-2024",4380,7,7
"1890-2024",4381,350,106
"1890-2024",4382,518,95
"1890-2024",4384,5,3
"1890-2024",4385,4,3
"1890-2024",4386,2,2
"1890-2024",4387,6,3
"1890-2024",4390,2,2
"1890-2024",4391,1,1
"1890-2024",4392,4163,198
"1890-2024",4393,955,115
"1890-2024",4441,4,3
